session_id,lap_number,attacker_code,defender_code,causal_scipy_decision,scipy_engine_decision,xgb_engine_decision,xgb_status,causal_vs_scipy_disagreement,causal_vs_xgb_disagreement,scipy_vs_xgb_disagreement
abu_dhabi_2024_R,5,STR,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,VER,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,LAW,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,BOT,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,ZHO,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,5,COL,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,MAG,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,LEC,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,STR,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,LAW,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,BOT,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,DOO,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,6,COL,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,LEC,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,MAG,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,VER,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,STR,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,LAW,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,7,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,LEC,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,MAG,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,VER,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,STR,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,LAW,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,8,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,LEC,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,MAG,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,STR,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,LAW,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,9,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,LEC,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,ALO,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,VER,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,MAG,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,STR,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,LAW,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,HAM,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,10,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,HUL,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,LEC,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,ALO,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,VER,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,MAG,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,LAW,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,STR,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,HAM,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,ZHO,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,ALB,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,TSU,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,PIA,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,11,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,LEC,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,HUL,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,VER,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,ALO,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,MAG,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,HAM,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,ZHO,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,TSU,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,ALB,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,DOO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,STR,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,PIA,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,BOT,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,12,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,GAS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,RUS,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,LEC,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,HUL,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,HAM,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,TSU,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,STR,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,PIA,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,MAG,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,ALB,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,ZHO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,BOT,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,13,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,RUS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,GAS,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,LEC,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,HAM,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,TSU,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,DOO,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,HUL,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,PIA,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,STR,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,MAG,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,ALB,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,ZHO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,BOT,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,14,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,RUS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,LEC,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,HAM,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,TSU,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,GAS,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,DOO,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,HUL,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,PIA,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,STR,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,MAG,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,ALB,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,ZHO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,BOT,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,15,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,RUS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,LEC,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,HAM,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,TSU,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,GAS,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,DOO,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,HUL,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,ALO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,PIA,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,STR,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,MAG,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,ALB,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,ZHO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,BOT,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,16,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,RUS,SAI,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,LEC,RUS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,VER,LEC,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,HAM,VER,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,LAW,HAM,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,GAS,LAW,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,TSU,GAS,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,HUL,TSU,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,DOO,HUL,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,ALO,DOO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,PIA,ALO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,STR,PIA,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,MAG,STR,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,ALB,MAG,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,ZHO,ALB,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,BOT,ZHO,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,17,COL,BOT,False,False,,unavailable_feature_pipeline,False,,
abu_dhabi_2024_R,18,SAI,NOR,False,False,,unavailable_feature_pipeline,False,,
